Abbreviation	Description	Charged formula	Charge	Compartment	KEGG ID	ChEBI ID
s_3260[mm]	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane]	C77H148O17P2	0	mitochondrial membrane		
s_3261[mm]	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane]	C77H144O17P2	0	mitochondrial membrane		
s_3262[mm]	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane]	C77H148O17P2	0	mitochondrial membrane		
s_3263[mm]	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane]	C77H144O17P2	0	mitochondrial membrane		
s_3264[mm]	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane]	C75H142O17P2	0	mitochondrial membrane		
s_3265[mm]	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane]	C75H138O17P2	0	mitochondrial membrane		
s_3266[mm]	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane]	C77H146O17P2	0	mitochondrial membrane		
s_3267[mm]	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane]	C77H142O17P2	0	mitochondrial membrane		
s_3268[mm]	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane]	C77H146O17P2	0	mitochondrial membrane		
s_3269[mm]	cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane]	C77H142O17P2	0	mitochondrial membrane		
s_3270[mm]	monolysocardiolipin (2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane]	C57H108O16P2	0	mitochondrial membrane		
s_3271[mm]	palmitate [mitochondrial membrane]	C16H31O2	-1	mitochondrial membrane	C00249	CHEBI:7896
s_3272[mm]	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane]	C57H106O16P2	0	mitochondrial membrane		
s_3273[mm]	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane]	C59H112O16P2	0	mitochondrial membrane		
s_3274[mm]	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane]	C59H110O16P2	0	mitochondrial membrane		
s_3275[mm]	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane]	C59H112O16P2	0	mitochondrial membrane		
s_3276[mm]	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane]	C59H110O16P2	0	mitochondrial membrane		
s_3277[mm]	stearate [mitochondrial membrane]	C18H35O2	-1	mitochondrial membrane	C01530	CHEBI:25629
s_3278[mm]	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane]	C59H112O16P2	0	mitochondrial membrane		
s_3279[mm]	monolysocardiolipin (2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane]	C59H110O16P2	0	mitochondrial membrane		
s_3280[mm]	monolysocardiolipin (2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane]	C61H116O16P2	0	mitochondrial membrane		
s_3281[mm]	monolysocardiolipin (2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane]	C61H114O16P2	0	mitochondrial membrane		
s_3282[mm]	monolysocardiolipin (2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane]	C61H116O16P2	0	mitochondrial membrane		
s_3283[mm]	monolysocardiolipin (2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane]	C61H114O16P2	0	mitochondrial membrane		
s_3284[mm]	monolysocardiolipin (1-16:0, 2-16:1, 4-16:1) [mitochondrial membrane]	C57H108O16P2	0	mitochondrial membrane		
s_3285[mm]	monolysocardiolipin (1-16:0, 2-16:1, 4-18:1) [mitochondrial membrane]	C59H112O16P2	0	mitochondrial membrane		
s_3286[mm]	monolysocardiolipin (1-16:1, 2-16:1, 4-16:1) [mitochondrial membrane]	C57H106O16P2	0	mitochondrial membrane		
s_3287[mm]	monolysocardiolipin (1-16:1, 2-16:1, 4-18:1) [mitochondrial membrane]	C59H110O16P2	0	mitochondrial membrane		
s_3288[mm]	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1) [mitochondrial membrane]	C59H112O16P2	0	mitochondrial membrane		
s_3289[mm]	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane]	C61H116O16P2	0	mitochondrial membrane		
s_3290[mm]	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane]	C59H110O16P2	0	mitochondrial membrane		
s_3291[mm]	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane]	C61H114O16P2	0	mitochondrial membrane		
s_3292[mm]	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane]	C59H112O16P2	0	mitochondrial membrane		
s_3293[mm]	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane]	C61H116O16P2	0	mitochondrial membrane		
s_3294[mm]	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane]	C59H110O16P2	0	mitochondrial membrane		
s_3295[mm]	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane]	C61H114O16P2	0	mitochondrial membrane		
s_3296[mm]	phosphatidylcholine (1-16:0, 2-16:1) [mitochondrial membrane]	C40H78NO8P	0	mitochondrial membrane		CHEBI:134592
s_3297[mm]	1-acylglycerophosphocholine (16:0) [mitochondrial membrane]	C24H51NO7P	1	mitochondrial membrane		
s_3298[mm]	phosphatidylcholine (1-16:1, 2-16:1) [mitochondrial membrane]	C40H76NO8P	0	mitochondrial membrane		CHEBI:134637
s_3299[mm]	1-acylglycerophosphocholine (16:1) [mitochondrial membrane]	C24H49NO7P	1	mitochondrial membrane		
s_3300[mm]	phosphatidylcholine (1-18:0, 2-16:1) [mitochondrial membrane]	C42H82NO7P	0	mitochondrial membrane		CHEBI:89972
s_3301[mm]	1-acylglycerophosphocholine (18:0) [mitochondrial membrane]	C26H55NO7P	1	mitochondrial membrane		
s_3302[mm]	phosphatidylcholine (1-18:1, 2-16:1) [mitochondrial membrane]	C42H80NO7P	0	mitochondrial membrane		CHEBI:89506
s_3303[mm]	1-acylglycerophosphocholine (18:1) [mitochondrial membrane]	C26H53NO7P	1	mitochondrial membrane		
s_3304[mm]	phosphatidylcholine (1-16:0, 2-18:1) [mitochondrial membrane]	C42H82NO8P	0	mitochondrial membrane		CHEBI:134594
s_3305[mm]	phosphatidylcholine (1-16:1, 2-18:1) [mitochondrial membrane]	C42H80NO8P	0	mitochondrial membrane		CHEBI:89668
s_3306[mm]	phosphatidylcholine (1-18:0, 2-18:1) [mitochondrial membrane]	C44H86NO7P	0	mitochondrial membrane		CHEBI:89679
s_3307[mm]	phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]	C44H84NO7P	0	mitochondrial membrane		CHEBI:89504
s_3308[mm]	cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane]	C77H146O17P2	0	mitochondrial membrane		
s_3309[mm]	cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane]	C77H142O17P2	0	mitochondrial membrane		
s_3310[mm]	cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane]	C79H150O17P2	0	mitochondrial membrane		
s_3311[mm]	cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane]	C79H146O17P2	0	mitochondrial membrane		
s_3312[mm]	cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane]	C79H150O17P2	0	mitochondrial membrane		
s_3313[mm]	cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane]	C79H146O17P2	0	mitochondrial membrane		
s_3314[mm]	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane]	C77H144O17P2	0	mitochondrial membrane		
s_3315[mm]	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane]	C77H142O17P2	0	mitochondrial membrane		
s_3316[mm]	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane]	C79H148O17P2	0	mitochondrial membrane		
s_3317[mm]	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane]	C79H146O17P2	0	mitochondrial membrane		
s_3318[mm]	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane]	C79H148O17P2	0	mitochondrial membrane		
s_3319[mm]	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane]	C79H146O17P2	0	mitochondrial membrane		
s_3320[mm]	palmitoleoyl-CoA(4-) [mitochondrial membrane]	C37H60N7O17P3S	-4	mitochondrial membrane	C21072	CHEBI:61540
s_3321[mm]	coenzyme A [mitochondrial membrane]	C21H32N7O16P3S	-4	mitochondrial membrane	C00010	CHEBI:57287
s_3322[mm]	oleoyl-CoA [mitochondrial membrane]	C39H64N7O17P3S	-4	mitochondrial membrane	C00510	CHEBI:57387
s_3323[ce]	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [cell envelope]	C41H77O13P	0	cell envelope		CHEBI:88396
s_3324[ce]	ADP [cell envelope]	C10H12N5O10P2	-3	cell envelope	C00008	CHEBI:456216
s_3325[ce]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) [cell envelope]	C41H78O16P2	0	cell envelope		
s_3326[ce]	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [cell envelope]	C41H75O13P	0	cell envelope		
s_3327[ce]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) [cell envelope]	C41H76O16P2	0	cell envelope		
s_3328[ce]	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [cell envelope]	C43H81O13P	0	cell envelope		CHEBI:88557
s_3329[ce]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) [cell envelope]	C43H82O16P2	0	cell envelope		
s_3330[ce]	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [cell envelope]	C43H79O13P	0	cell envelope		CHEBI:88626
s_3331[ce]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) [cell envelope]	C43H80O16P2	0	cell envelope		
s_3332[ce]	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [cell envelope]	C43H81O13P	0	cell envelope	C13888	CHEBI:73215
s_3333[ce]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) [cell envelope]	C43H82O16P2	0	cell envelope		
s_3334[ce]	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [cell envelope]	C43H79O13P	0	cell envelope		CHEBI:88562
s_3335[ce]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) [cell envelope]	C43H80O16P2	0	cell envelope		
s_3336[ce]	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [cell envelope]	C45H85O13P	0	cell envelope		CHEBI:77346
s_3337[ce]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) [cell envelope]	C45H86O16P2	0	cell envelope		CHEBI:77277
s_3338[ce]	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [cell envelope]	C45H83O13P	0	cell envelope		CHEBI:88612
s_3339[ce]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) [cell envelope]	C45H84O16P2	0	cell envelope		
s_3340[vm]	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [vacuolar membrane]	C41H77O13P	0	vacuolar membrane		CHEBI:88396
s_3341[vm]	ATP [vacuolar membrane]	C10H12N5O13P3	-4	vacuolar membrane	C00002	CHEBI:30616
s_3342[vm]	ADP [vacuolar membrane]	C10H12N5O10P2	-3	vacuolar membrane	C00008	CHEBI:456216
s_3343[vm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) [vacuolar membrane]	C41H78O16P2	0	vacuolar membrane		
s_3344[vm]	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [vacuolar membrane]	C41H75O13P	0	vacuolar membrane		
s_3345[vm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) [vacuolar membrane]	C41H76O16P2	0	vacuolar membrane		
s_3346[vm]	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [vacuolar membrane]	C43H81O13P	0	vacuolar membrane		CHEBI:88557
s_3347[vm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) [vacuolar membrane]	C43H82O16P2	0	vacuolar membrane		
s_3348[vm]	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [vacuolar membrane]	C43H79O13P	0	vacuolar membrane		CHEBI:88626
s_3349[vm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) [vacuolar membrane]	C43H80O16P2	0	vacuolar membrane		
s_3350[vm]	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [vacuolar membrane]	C43H81O13P	0	vacuolar membrane	C13888	CHEBI:73215
s_3351[vm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) [vacuolar membrane]	C43H82O16P2	0	vacuolar membrane		
s_3352[vm]	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [vacuolar membrane]	C43H79O13P	0	vacuolar membrane		CHEBI:88562
s_3353[vm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) [vacuolar membrane]	C43H80O16P2	0	vacuolar membrane		
s_3354[vm]	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [vacuolar membrane]	C45H85O13P	0	vacuolar membrane		CHEBI:77346
s_3355[vm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) [vacuolar membrane]	C45H86O16P2	0	vacuolar membrane		CHEBI:77277
s_3356[vm]	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [vacuolar membrane]	C45H83O13P	0	vacuolar membrane		CHEBI:88612
s_3357[vm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) [vacuolar membrane]	C45H84O16P2	0	vacuolar membrane		
s_3358[gm]	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [Golgi membrane]	C41H77O13P	0	Golgi membrane		CHEBI:88396
s_3359[gm]	ATP [Golgi membrane]	C10H12N5O13P3	-4	Golgi membrane	C00002	CHEBI:30616
s_3360[gm]	ADP [Golgi membrane]	C10H12N5O10P2	-3	Golgi membrane	C00008	CHEBI:456216
s_3361[gm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) [Golgi membrane]	C41H78O16P2	0	Golgi membrane		
s_3362[gm]	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [Golgi membrane]	C41H75O13P	0	Golgi membrane		
s_3363[gm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) [Golgi membrane]	C41H76O16P2	0	Golgi membrane		
s_3364[gm]	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [Golgi membrane]	C43H81O13P	0	Golgi membrane		CHEBI:88557
s_3365[gm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) [Golgi membrane]	C43H82O16P2	0	Golgi membrane		
s_3366[gm]	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [Golgi membrane]	C43H79O13P	0	Golgi membrane		CHEBI:88626
s_3367[gm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) [Golgi membrane]	C43H80O16P2	0	Golgi membrane		
s_3368[gm]	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [Golgi membrane]	C43H81O13P	0	Golgi membrane	C13888	CHEBI:73215
s_3369[gm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) [Golgi membrane]	C43H82O16P2	0	Golgi membrane		
s_3370[gm]	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [Golgi membrane]	C43H79O13P	0	Golgi membrane		CHEBI:88562
s_3371[gm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) [Golgi membrane]	C43H80O16P2	0	Golgi membrane		
s_3372[gm]	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [Golgi membrane]	C45H85O13P	0	Golgi membrane		CHEBI:77346
s_3373[gm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) [Golgi membrane]	C45H86O16P2	0	Golgi membrane		CHEBI:77277
s_3374[gm]	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [Golgi membrane]	C45H83O13P	0	Golgi membrane		CHEBI:88612
s_3375[gm]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) [Golgi membrane]	C45H84O16P2	0	Golgi membrane		
s_3376[n]	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) [nucleus]	C41H77O13P	0	nucleus		CHEBI:88396
s_3377[n]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) [nucleus]	C41H78O16P2	0	nucleus		
s_3378[n]	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) [nucleus]	C41H75O13P	0	nucleus		
s_3379[n]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) [nucleus]	C41H76O16P2	0	nucleus		
s_3380[n]	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) [nucleus]	C43H81O13P	0	nucleus		CHEBI:88557
s_3381[n]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) [nucleus]	C43H82O16P2	0	nucleus		
s_3382[n]	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) [nucleus]	C43H79O13P	0	nucleus		CHEBI:88626
s_3383[n]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) [nucleus]	C43H80O16P2	0	nucleus		
s_3384[n]	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [nucleus]	C43H81O13P	0	nucleus	C13888	CHEBI:73215
s_3385[n]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) [nucleus]	C43H82O16P2	0	nucleus		
s_3386[n]	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) [nucleus]	C43H79O13P	0	nucleus		CHEBI:88562
s_3387[n]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) [nucleus]	C43H80O16P2	0	nucleus		
s_3388[n]	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [nucleus]	C45H85O13P	0	nucleus		CHEBI:77346
s_3389[n]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) [nucleus]	C45H86O16P2	0	nucleus		CHEBI:77277
s_3390[n]	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) [nucleus]	C45H83O13P	0	nucleus		CHEBI:88612
s_3391[n]	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) [nucleus]	C45H84O16P2	0	nucleus		
s_3392[vm]	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1) [vacuolar membrane]	C41H78O16P2	0	vacuolar membrane		
s_3393[vm]	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1) [vacuolar membrane]	C41H76O16P2	0	vacuolar membrane		
s_3394[vm]	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1) [vacuolar membrane]	C43H82O16P2	0	vacuolar membrane		
s_3395[vm]	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1) [vacuolar membrane]	C43H80O16P2	0	vacuolar membrane		
s_3396[vm]	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1) [vacuolar membrane]	C43H82O16P2	0	vacuolar membrane		
s_3397[vm]	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1) [vacuolar membrane]	C43H80O16P2	0	vacuolar membrane		
s_3398[vm]	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1) [vacuolar membrane]	C45H86O16P2	0	vacuolar membrane		CHEBI:77347
s_3399[vm]	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) [vacuolar membrane]	C45H84O16P2	0	vacuolar membrane		CHEBI:77344
s_3400[n]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) [nucleus]	C41H79O19P3	0	nucleus		
s_3401[n]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) [nucleus]	C41H77O19P3	0	nucleus		
s_3402[n]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) [nucleus]	C43H83O19P3	0	nucleus		
s_3403[n]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) [nucleus]	C43H81O19P3	0	nucleus		
s_3404[n]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) [nucleus]	C43H83O19P3	0	nucleus		
s_3405[n]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) [nucleus]	C43H81O19P3	0	nucleus		
s_3406[n]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) [nucleus]	C45H87O19P3	0	nucleus		CHEBI:77279
s_3407[n]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) [nucleus]	C45H85O19P3	0	nucleus		
s_3408[ce]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) [cell envelope]	C41H79O19P3	0	cell envelope		
s_3409[ce]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) [cell envelope]	C41H77O19P3	0	cell envelope		
s_3410[ce]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) [cell envelope]	C43H83O19P3	0	cell envelope		
s_3411[ce]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) [cell envelope]	C43H81O19P3	0	cell envelope		
s_3412[ce]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) [cell envelope]	C43H83O19P3	0	cell envelope		
s_3413[ce]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) [cell envelope]	C43H81O19P3	0	cell envelope		
s_3414[ce]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) [cell envelope]	C45H87O19P3	0	cell envelope		CHEBI:77279
s_3415[ce]	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) [cell envelope]	C45H85O19P3	0	cell envelope		
s_3416[vm]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) [vacuolar membrane]	C41H79O19P3	0	vacuolar membrane		
s_3417[vm]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) [vacuolar membrane]	C41H77O19P3	0	vacuolar membrane		
s_3418[vm]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) [vacuolar membrane]	C43H83O19P3	0	vacuolar membrane		
s_3419[vm]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) [vacuolar membrane]	C43H81O19P3	0	vacuolar membrane		
s_3420[vm]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) [vacuolar membrane]	C43H83O19P3	0	vacuolar membrane		
s_3421[vm]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) [vacuolar membrane]	C43H81O19P3	0	vacuolar membrane		
s_3422[vm]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) [vacuolar membrane]	C45H87O19P3	0	vacuolar membrane		
s_3423[vm]	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) [vacuolar membrane]	C45H85O19P3	0	vacuolar membrane		
s_3424[erm]	1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane]	C21H44NO7P	0	endoplasmic reticulum membrane		CHEBI:90452
s_3425[erm]	1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane]	C21H42NO7P	0	endoplasmic reticulum membrane		
s_3426[erm]	1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane]	C23H48NO7P	0	endoplasmic reticulum membrane		CHEBI:64576
s_3427[erm]	1-acylglycerophosphoethanolamine (18:1) [endoplasmic reticulum membrane]	C23H46NO7P	0	endoplasmic reticulum membrane		CHEBI:64575
s_3428[erm]	1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane]	C24H51NO7P	1	endoplasmic reticulum membrane		
s_3429[erm]	1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane]	C24H49NO7P	1	endoplasmic reticulum membrane		
s_3430[erm]	1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane]	C26H55NO7P	1	endoplasmic reticulum membrane		
s_3431[erm]	1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane]	C26H53NO7P	1	endoplasmic reticulum membrane		
s_3432[erm]	episterol [endoplasmic reticulum membrane]	C28H46O	0	endoplasmic reticulum membrane	C15777	CHEBI:23929
s_3433[erm]	episteryl oleate [endoplasmic reticulum membrane]	C46H78O2	0	endoplasmic reticulum membrane		CHEBI:52375
s_3434[erm]	episteryl palmitoleate [endoplasmic reticulum membrane]	C44H74O2	0	endoplasmic reticulum membrane		CHEBI:52376
s_3435[erm]	fecosterol [endoplasmic reticulum membrane]	C28H46O	0	endoplasmic reticulum membrane	C04525	CHEBI:17038
s_3436[erm]	fecosteryl oleate [endoplasmic reticulum membrane]	C46H78O2	0	endoplasmic reticulum membrane		CHEBI:52379
s_3437[erm]	fecosteryl palmitoleate [endoplasmic reticulum membrane]	C44H74O2	0	endoplasmic reticulum membrane		CHEBI:52380
s_3438[erm]	lanosterol [endoplasmic reticulum membrane]	C30H50O	0	endoplasmic reticulum membrane	C01724	CHEBI:16521
s_3439[erm]	lanosteryl oleate [endoplasmic reticulum membrane]	C48H82O2	0	endoplasmic reticulum membrane		CHEBI:52382
s_3440[erm]	lanosteryl palmitoleate [endoplasmic reticulum membrane]	C46H78O2	0	endoplasmic reticulum membrane		CHEBI:52383
s_3441[erm]	ergosterol [endoplasmic reticulum membrane]	C28H44O	0	endoplasmic reticulum membrane	C01694	CHEBI:16933
s_3442[erm]	ergosteryl oleate [endoplasmic reticulum membrane]	C46H76O2	0	endoplasmic reticulum membrane		CHEBI:52377
s_3443[erm]	ergosteryl palmitoleate [endoplasmic reticulum membrane]	C44H72O2	0	endoplasmic reticulum membrane		CHEBI:52378
s_3444[erm]	zymosterol [endoplasmic reticulum membrane]	C27H44O	0	endoplasmic reticulum membrane	C05437	CHEBI:18252
s_3445[erm]	zymosteryl oleate [endoplasmic reticulum membrane]	C45H76O2	0	endoplasmic reticulum membrane		CHEBI:52384
